time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-05 00:00:00+00:00,,,2.0,1.0
2024-07-06 00:00:00+00:00,3.0,2.0,57.0,3.0
2024-07-08 00:00:00+00:00,,,71.0,2.0
2024-07-09 00:00:00+00:00,,,46.0,3.0
2024-07-10 00:00:00+00:00,,,8.0,4.0
2024-07-11 00:00:00+00:00,,,17.0,3.0
2024-07-12 00:00:00+00:00,2.0,2.0,1.0,1.0
2024-07-13 00:00:00+00:00,1.0,1.0,,
2024-07-15 00:00:00+00:00,,,2.0,2.0
2024-07-16 00:00:00+00:00,,,2.0,2.0
2024-07-17 00:00:00+00:00,,,2.0,1.0
2024-07-18 00:00:00+00:00,1.0,1.0,3.0,3.0
